feature,builtin_score,perm_score,composite_score
rsi_raw,0.0078844745,0.0,0.00473068468272686
rsi_deviation,0.0071057994,0.0,0.004263479728251696
rsi_direction,0.0068576713,0.0,0.004114603158086538
rsi_extreme,0.006788193,0.0,0.004072915762662888
macd_strength,0.006756008,0.0,0.004053605254739523
macd_direction,0.0065413876,0.0,0.003924832679331303
macd_divergence_abs,0.006433614,0.0,0.0038601686246693134
price_distance_ma20,0.006049939,0.0,0.0036299636121839285
price_direction_ma20,0.0053678527,0.0,0.003220711834728718
price_distance_ma50,0.003664097,0.0,0.0021984584163874388
price_direction_ma50,0.0033825547,0.0,0.0020295330323278904
atr,0.0028234636,0.0,0.0016940782079473138
atr_pct,0.0023148102,0.0,0.001388886128552258
negative_momentum,0.0021521766,0.0,0.0012913059908896685
negative_acceleration,0.0010733695,0.0,0.0006440217257477343
down_candle,0.0,0.0,0.0
down_candle_ratio,0.0,0.0,0.0
down_candle_body,0.0,0.0,0.0
lower_low,0.0,0.0,0.0
lower_low_streak,0.0,0.0,0.0
near_resistance,0.0,0.0,0.0
rejection_from_resistance,0.0,0.0,0.0
resistance_rejection_count,0.0,0.0,0.0
bearish_divergence,0.0,0.0,0.0
price_up,0.0,0.0,0.0
volume_on_decline,0.0,0.0,0.0
volume_on_advance,0.0,0.0,0.0
volume_decline_ratio,0.0,0.0,0.0
distribution_signal,0.0,0.0,0.0
bear_market_strength,0.0,0.0,0.0
ema_12,0.0,0.0,0.0
trend_strength,0.0,0.0,0.0
downtrend_confirmed,0.0,0.0,0.0
downside_volatility,0.0,0.0,0.0
upside_volatility,0.0,0.0,0.0
volatility_asymmetry,0.0,0.0,0.0
below_support,0.0,0.0,0.0
support_breakdown,0.0,0.0,0.0
panic_selling,0.0,0.0,0.0
