trade_id,side,entry_time,entry_price,exit_time,exit_price,exit_reason,hold_candles,pnl,return_pct,size,balance_after,entry_prob,exit_prob
17,LONG,2025-10-05 03:00:00,123996.0,2025-10-05 03:05:00,123920.2,ML_EXIT,1,-0.7257160722967885,-0.24452401690378045,296.78723647925176,311.68190127428403,0.8537313342094421,0.9592785835266113
18,LONG,2025-10-05 03:05:00,123920.2,2025-10-05 04:35:00,124202.1,ML_EXIT,18,2.694313649292439,0.9099404294054037,296.09780621056984,314.37621492357647,0.8886046409606934,0.9305936098098755
19,SHORT,2025-10-05 04:45:00,125271.1,2025-10-05 06:20:00,124820.7,ML_EXIT,19,4.295174061423664,1.438160916604097,298.6574041773976,318.67138898500014,0.8745811581611633,0.8856258392333984
20,SHORT,2025-10-05 06:20:00,124820.7,2025-10-05 06:35:00,124825.2,ML_EXIT,3,-0.04365686742378069,-0.014420685030607904,302.73781953575013,318.62773211757633,0.8911256790161133,0.8807951211929321
21,SHORT,2025-10-05 06:35:00,124825.2,2025-10-05 07:20:00,124867.9,ML_EXIT,9,-0.41418348068654726,-0.13683134495277263,302.6963455116975,318.21354863688975,0.8935965299606323,0.7982205748558044
22,SHORT,2025-10-05 07:20:00,124867.9,2025-10-05 07:25:00,124736.7,ML_EXIT,1,1.2705310717038105,0.4202841562963647,302.3028712050453,319.4840797085936,0.9184965491294861,0.9534348845481873
23,SHORT,2025-10-05 07:25:00,124736.7,2025-10-05 07:30:00,124608.1,ML_EXIT,1,1.2516402956947306,0.41238865546384107,303.5098757231639,320.73572000428834,0.9198095798492432,0.937527596950531
24,SHORT,2025-10-05 07:30:00,124608.1,2025-10-05 07:35:00,124716.5,ML_EXIT,1,-1.0602638013432462,-0.3479709585492249,304.6989340040739,319.6754562029451,0.9161181449890137,0.9516623020172119
25,SHORT,2025-10-05 07:35:00,124716.5,2025-10-05 07:40:00,124671.0,ML_EXIT,1,0.4431802237674181,0.14593097144323325,303.6916833927978,320.1186364267125,0.9184627532958984,0.9125739336013794
26,SHORT,2025-10-05 07:40:00,124671.0,2025-10-05 07:45:00,124774.3,ML_EXIT,1,-1.0079278223720451,-0.33143232989228577,304.11270460537685,319.11070860434046,0.9156363606452942,0.7500259876251221
27,SHORT,2025-10-05 07:45:00,124774.3,2025-10-05 07:55:00,124692.9,ML_EXIT,2,0.791086981738268,0.260951173438789,303.15517317412343,319.9017955860787,0.922702968120575,0.8550704717636108
28,SHORT,2025-10-05 07:55:00,124692.9,2025-10-05 08:00:00,124583.8,ML_EXIT,1,1.0636121737008757,0.3499798304474153,303.90670580677477,320.9654077597796,0.8960459232330322,0.8931899070739746
29,SHORT,2025-10-05 08:00:00,124583.8,2025-10-05 08:10:00,124615.9,ML_EXIT,2,-0.31425723439586256,-0.10306315909449307,304.9171373717906,320.65115052538374,0.8891652226448059,0.8224849700927734
30,SHORT,2025-10-05 08:10:00,124615.9,2025-10-05 09:10:00,124369.9,ML_EXIT,12,2.405348719634723,0.7896263638909641,304.6185929991145,323.0564992450185,0.8976669907569885,0.937950611114502
31,SHORT,2025-10-07 11:20:00,124241.4,2025-10-07 12:45:00,124852.5,ML_EXIT,17,-6.038207404430441,-1.9674601219883416,306.90367428276755,317.018291840588,0.8220791816711426,0.8552498817443848
32,SHORT,2025-10-07 13:50:00,123532.7,2025-10-07 13:55:00,123837.3,ML_EXIT,1,-2.970406478929472,-0.9862975552222394,301.1673772485586,314.04788536165853,0.8063200116157532,0.9883286952972412
33,SHORT,2025-10-07 14:10:00,122791.6,2025-10-07 14:15:00,122963.4,ML_EXIT,1,-1.6696827916526151,-0.5596474025910187,298.3454910935756,312.3782025700059,0.8089756369590759,0.9934460520744324
34,SHORT,2025-10-07 14:15:00,122963.4,2025-10-07 14:20:00,123085.7,ML_EXIT,1,-1.1806329839805014,-0.39784195947738243,296.7592924415056,311.1975695860254,0.8193403482437134,0.990397572517395
35,LONG,2025-10-22 21:00:00,107250.6,2025-10-22 22:00:00,107332.6,ML_EXIT,12,0.9041363188924397,0.30582579491396783,295.6376911067241,312.1017059049178,0.9193248748779297,0.9104117155075073
