window,total_trades,long_trades,short_trades,avg_leveraged_return,total_return_pct,win_rate,final_capital,avg_position_size
67,42,21,21,-0.43335801999411955,-20.005310429740074,30.952380952380953,7999.4689570259925,66.349205
68,55,27,28,-0.4646218921605161,-26.427262521384463,25.454545454545453,7357.273747861554,67.06129
69,67,31,36,-0.5165385147998485,-33.62570973337601,23.88059701492537,6637.429026662398,67.1414
70,70,33,37,-0.36370514479774124,-30.26299814691878,27.142857142857142,6973.700185308122,66.94291
71,58,28,30,-0.30688935976516246,-23.873034505283165,29.310344827586203,7612.696549471683,66.165695
72,54,27,27,-0.1869552588679534,-19.060052280185683,27.77777777777778,8093.994771981432,64.87296
73,47,25,22,0.0005584044905439079,-11.75783608139018,29.78723404255319,8824.216391860982,63.738377
74,45,23,22,0.2637294931807224,-3.036589987991065,33.33333333333333,9696.341001200894,64.21119
75,47,25,22,0.28260297524835176,-2.3551101439045667,34.04255319148936,9764.488985609543,61.972565
76,56,30,26,0.17552813860911387,-8.452438966731862,35.714285714285715,9154.756103326814,63.454384
77,50,25,25,-0.03769300526159755,-12.749299192787547,34.0,8725.070080721245,64.14262
78,42,20,22,0.012293219604935266,-9.654343660683754,35.714285714285715,9034.565633931625,64.09772
79,34,16,18,-0.09299508587461883,-10.469475631004133,38.23529411764706,8953.052436899587,62.799732
80,28,11,17,-0.2500648450246252,-10.079771101469031,32.142857142857146,8992.022889853097,63.44567
81,19,5,14,-0.08478803312285677,-3.827624588197505,26.31578947368421,9617.23754118025,61.20368
82,17,4,13,-0.41748586311173336,-6.987704118621914,23.52941176470588,9301.229588137809,61.554466
83,20,5,15,-0.6504129950615356,-11.45160209748854,25.0,8854.839790251146,60.762184
84,21,6,15,1.160380226570953,10.086695880146198,47.61904761904761,11008.66958801462,61.766518
85,27,10,17,1.043499285787277,8.791697832461214,40.74074074074074,10879.169783246121,66.36166
86,34,14,20,0.8748975957807978,7.2480107683099595,47.05882352941176,10724.801076830996,64.10392
87,44,21,23,0.5720534009073754,2.5033684313831692,43.18181818181818,10250.336843138317,63.716454
88,53,27,26,0.4998325026151021,0.3316496887691574,45.28301886792453,10033.164968876916,65.676865
89,64,31,33,-0.2361164278420893,-24.418414598089345,39.0625,7558.158540191065,65.87193
90,62,32,30,-0.3682993505924955,-27.745508230222647,38.70967741935484,7225.449176977735,65.611084
91,62,34,28,-0.5169038917380664,-32.3499688349673,33.87096774193548,6765.003116503271,66.77536
92,56,30,26,-0.5522949386770716,-30.696059506952224,32.142857142857146,6930.394049304778,67.07727
93,51,27,24,-0.207658444868984,-19.408385839990313,33.33333333333333,8059.1614160009685,66.95236
94,47,26,21,-0.023201268902778367,-12.324318604283235,38.297872340425535,8767.568139571677,65.986084
95,45,23,22,0.8615383200328455,14.498364667212208,44.44444444444444,11449.83646672122,66.24531
96,47,25,22,0.7040833784715917,9.132431637484807,46.808510638297875,10913.24316374848,66.71248
97,52,28,24,0.43387047158313435,0.07465858485271383,44.230769230769226,10007.465858485271,66.518524
98,57,33,24,0.12777634743041463,-9.97098176594005,38.59649122807017,9002.901823405995,66.66065
99,51,31,20,0.4229083380875315,-0.6492099196567143,41.17647058823529,9935.079008034329,67.821526
