strategy,entry_idx,exit_idx,entry_price,exit_price,pnl_pct,pnl_usd,exit_reason,hours_held,probability
SHORT,7681,7729,111618.8,112255.6,-0.5705132110361363,-5.954767622659742,Max Holding,4.0,0.41086674
SHORT,7784,7832,112092.0,111723.7,0.3285693894301136,2.7984082954348004,Max Holding,4.0,0.40352416
SHORT,7834,7882,111384.1,110475.1,0.8160949363508795,7.546704197564507,Max Holding,4.0,0.44887522
SHORT,7883,7931,110433.1,110918.0,-0.4390893672277552,-4.69286667929253,Max Holding,4.0,0.40477028
SHORT,7960,8008,110883.1,109379.8,1.3557521389643712,12.829926188241606,Max Holding,4.0,0.42808858
SHORT,8080,8128,111448.9,111296.1,0.13710319258421425,0.9587661624139127,Max Holding,4.0,0.43385166
SHORT,8192,8240,112651.7,112536.9,0.10190702847804597,0.61184306241766,Max Holding,4.0,0.4244962
SHORT,8243,8291,112851.4,110671.4,1.9317438684854595,18.705252293635244,Max Holding,4.0,0.40596366
SHORT,8310,8358,110735.9,110625.1,0.1000578854734448,0.6045949075046567,Max Holding,4.0,0.4181256
SHORT,8573,8621,110213.4,110025.3,0.1706689023294729,1.316082871568778,Max Holding,4.0,0.47786143
SHORT,8965,9013,111131.3,110943.8,0.16871934369525057,1.298058104867086,Max Holding,4.0,0.4166029
SHORT,9165,9213,112490.9,112076.6,0.3682964577579061,3.314598985391811,Max Holding,4.0,0.4247421
SHORT,9249,9297,111638.5,111879.9,-0.2162336469945352,-2.5949530016423097,Max Holding,4.0,0.4639964
SHORT,9337,9385,112869.8,112567.5,0.26783072176968764,2.3018434944743893,Max Holding,4.0,0.47024798
SHORT,9385,9433,112567.5,110775.3,1.5921113998267682,15.71493447402976,Max Holding,4.0,0.4250939
SHORT,9433,9481,110775.3,111246.9,-0.4257266737259942,-4.7848611641475065,Max Holding,4.0,0.59393185
SHORT,9639,9687,112299.5,113144.0,-0.7520069100930993,-8.101103152268957,Max Holding,4.0,0.5026835
SHORT,9701,9749,113948.8,113805.1,0.12610927012833578,0.8742370004235764,Max Holding,4.0,0.4201338
SHORT,9763,9811,113303.5,113849.3,-0.48171503969427504,-5.300549117793866,Max Holding,4.0,0.43950355
SHORT,9889,9937,114239.6,113797.4,0.3870811872590692,3.5089485908002525,Max Holding,4.0,0.4268424
SHORT,9937,9985,113797.4,113876.5,-0.06950949670203874,-1.1106722828709434,Max Holding,4.0,0.44672623
SHORT,9988,10036,114584.7,114536.6,0.04197768113892279,0.020119766055024302,Max Holding,4.0,0.57721436
SHORT,10040,10088,114110.0,114588.8,-0.4195951275085469,-4.656823924832376,Max Holding,4.0,0.4049161
SHORT,10120,10168,115785.4,115321.2,0.4009141048871422,3.6411179160893785,Max Holding,4.0,0.42054453
SHORT,10276,10324,115111.1,115755.6,-0.5598938764376328,-6.072628921601721,Max Holding,4.0,0.40591347
SHORT,10351,10399,116177.4,115961.4,0.1859225632524054,1.4688308125816576,Max Holding,4.0,0.40314478
SHORT,10419,10467,115650.5,115639.7,0.00933848102688956,-0.3089638472595644,Max Holding,4.0,0.45843777
SHORT,10596,10644,115490.3,115863.9,-0.32349037105279943,-3.662554906276907,Max Holding,4.0,0.40060773
SHORT,10964,11012,115500.2,115497.4,0.0024242382264298332,-0.37723638868597076,Max Holding,4.0,0.4467096
SHORT,11069,11117,115420.0,114944.5,0.4119736614105008,3.7339174406619793,Max Holding,4.0,0.41249043
SHORT,11134,11182,114987.0,114678.3,0.26846513084087514,2.3014981744962064,Max Holding,4.0,0.41186252
SHORT,11265,11313,115028.7,115223.0,-0.1689143665885148,-2.1089631154878012,Max Holding,4.0,0.40752125
SHORT,11426,11469,114881.8,116654.8,-1.5433254005421224,-15.952265010975067,Stop Loss,3.5833333333333335,0.4312051
SHORT,11473,11521,116460.2,116618.0,-0.13549693371641378,-1.7414888937662405,Max Holding,4.0,0.40322694
SHORT,11560,11608,116518.2,116262.9,0.21910740124718964,1.7745127139810242,Max Holding,4.0,0.40384242
SHORT,11713,11761,115938.2,115973.8,-0.030706014066119555,-0.7016037903705805,Max Holding,4.0,0.41361383
SHORT,11761,11809,115973.8,115909.1,0.05578846256654269,0.15665802927940808,Max Holding,4.0,0.44377244
SHORT,11809,11857,115909.1,116779.9,-0.7512783724487451,-7.848432852332932,Max Holding,4.0,0.40014118
SHORT,11884,11932,117546.2,117036.1,0.4339570313629801,3.878270560382714,Max Holding,4.0,0.41230422
SHORT,12005,12053,117483.9,117509.2,-0.021534865628399222,-0.6079501114469021,Max Holding,4.0,0.41560844
SHORT,12072,12120,117287.9,116936.2,0.29986042891039666,2.5662720001455432,Max Holding,4.0,0.42356008
SHORT,12126,12174,117050.0,116734.5,0.26954293037163607,2.2724758615772815,Max Holding,4.0,0.410957
SHORT,12181,12229,116957.7,116886.1,0.0612187141162927,0.210595555363209,Max Holding,4.0,0.41481745
SHORT,12243,12291,116455.0,116362.3,0.07960156283542749,0.3930556835219954,Max Holding,4.0,0.46609858
SHORT,12291,12339,116362.3,115522.5,0.7217114134045158,6.767420029323408,Max Holding,4.0,0.40552965
